Episode Id,Episode Number,Episode Title,Publish Date,Youtube Url,Transcript Filename,Relative Transcript Path,Episode Type,Main Category,Central Question,Central Struggle,Core Coaching Theme,Primary Nick Framework,Secondary Nick Frameworks,Incidental Nick Concepts,Emotional Themes,Target Audience,Weight Loss Stage,Simple Tags,Topic Tags,Search Queries,Hidden Concepts,Myths Debunked,Key Takeaways,Caller's Questions (if episode is call-in)
EP-012,12,Every diet I ever tried before losing 110 pounds,2025-03-09,https://youtube.com/watch?v=PlL-lkBswPA,EP-012 - Every diet I ever tried before losing 110 pounds - EP 012.txt,../YT Transcripts/EP-012 - Every diet I ever tried before losing 110 pounds - EP 012.txt,Solo,Dieting & Sustainability,What can different failed diets teach you about finding an eating approach you can sustain for life?,"Cycling through restrictive diets produced rapid weight loss but also obsession, binge eating, social isolation, and repeated regain.","Treat diets as experiments rather than permanent identities, learn from what does and does not work, and build a flexible way of eating around foods that support both health and everyday life.",Common Sense Diet,,,"keto, intermittent fasting, OMAD, gluten-free diet, chicken and rice diet, binge eating, fad diets","frustration, obsession, hope, self-trust, freedom, guilt","People who repeatedly try restrictive diets, lose weight quickly, and regain it afterward","Starting, Active Weight Loss, Maintenance","all-or-nothing thinking, diet cycling, binge eating, food restriction, sustainable nutrition, food guilt, social isolation, relationship with food","diets for sustainable weight loss, keto for weight loss, intermittent fasting and binge eating, OMAD binge eating, gluten-free weight loss, chicken and rice diet, why fad diets fail, how to stop diet cycling","behavioral experimentation, cognitive reframing, external validation, restriction-rebound cycle, self-trust",Keto causes weight loss because carbohydrates are inherently fattening; intermittent fasting works for everyone; gluten-free automatically means healthy; chicken and rice is a balanced sustainable diet; rapid weight loss proves a diet is effective long term.,"Restrictive diets can teach useful lessons, but rapid results do not make an approach sustainable. Keto encouraged all-or-nothing thinking, OMAD intensified binge eating, gluten-free eating did not improve food quality by itself, and chicken-and-rice dieting became overly restrictive. The lasting solution was to stop chasing named diets, eat more foods that support energy and wellbeing, allow flexibility, and trust the process of testing, adjusting, and learning.",
EP-013,13,Healthier friendships & achieving your weight loss goals,2025-03-09,https://youtube.com/watch?v=zedXMWSLhtY,EP-013 - Healthier friendships & achieving your weight loss goals - EP 013.txt,../YT Transcripts/EP-013 - Healthier friendships & achieving your weight loss goals - EP 013.txt,Solo,Friendships & Social Environment,How do your friendships affect your ability to lose weight and improve your life?,Staying closely connected to people whose habits and priorities conflict with your goals makes consistency and personal growth harder.,"Spend more time with people who support growth, communicate openly with existing friends, and be willing to move forward alone rather than remain surrounded by negative influences.",,,,"friendships, unsupportive friends, social circle, peer pressure, accountability, loneliness","loneliness, belonging, envy, confidence, loyalty, empowerment",People whose friendships or social environment make it harder to maintain healthy habits and pursue weight loss goals,"Starting, Active Weight Loss","social environment, peer influence, accountability, friendship boundaries, personal growth, social support, identity transformation","friends sabotaging weight loss, unsupportive friends and weight loss, how friendships affect weight loss, finding healthy friends, setting boundaries with friends, peer pressure and healthy habits, loneliness during self-improvement","social conditioning, boundary setting, identity reconstruction, external influence, social reinforcement",You must keep every longtime friendship equally close; being alone is worse than having negative influences; improving yourself means believing you are better than your friends; friends who resist your changes should automatically be abandoned.,"The people you spend time with strongly influence your habits and direction. Invite existing friends to grow with you, set boundaries when they undermine your goals, spend less time in environments built around unhealthy behaviors, and intentionally build relationships with people who value health and self-improvement. Moving forward alone is better than moving backward with a group.",
EP-014,14,The importance of having a routine and losing weight,2025-03-09,https://youtube.com/watch?v=E8fUwPP7sls,EP-014 - The importance of having a routine and losing weight - EP 014.txt,../YT Transcripts/EP-014 - The importance of having a routine and losing weight - EP 014.txt,Solo,Routine & Consistency,How can creating a daily routine make sustainable weight loss easier?,"Living without structure leads to aimless time, impulsive food choices, inconsistent exercise, and repeated reliance on whatever feels easiest in the moment.","Build an intentional but sustainable routine around sleep, movement, meals, work, rest, and relationships so healthy choices happen by design instead of by accident.",,,Healthy Mind,"daily routine, morning routine, sleep schedule, meal planning, walking, time management, consistency","self-respect, frustration, urgency, empowerment, confidence","People who struggle with inconsistent habits, boredom eating, lack of structure, or feeling too busy to prioritize their health","Starting, Active Weight Loss","behavioral consistency, intentional living, decision fatigue, boredom eating, habit formation, time management, self-accountability","routine for weight loss, morning routine for weight loss, how to stay consistent with healthy habits, how to stop boredom eating, meal planning for weight loss, how to make time to exercise, daily schedule for weight loss","environmental structuring, behavioral activation, self-efficacy, decision simplification, avoidance coping",You need an extreme morning routine to lose weight; rest must be unplanned to be relaxing; people do not have enough time to prioritize health; weight loss can happen without intentional planning; healthy routines must schedule every minute of every day.,"Choose a consistent wake-up time, get outside, drink water, and complete the task you dread most early in the day. Plan meals, movement, work, relationships, and intentional rest instead of leaving large parts of the day aimless. Sustainable routines do not require perfection or rigid scheduling, but they reduce impulsive decisions, create time for health, and build self-respect through repeated follow-through.",
EP-015,15,Food swaps for weight loss that don't suck,2025-03-09,https://youtube.com/watch?v=feUcOBkUM-U,EP-015 - Food swaps for weight loss that don't suck - EP 015.txt,../YT Transcripts/EP-015 - Food swaps for weight loss that don't suck - EP 015.txt,Solo,Nutrition,How can you lower calories without relying on complicated recipes or completely changing the foods you already eat?,Trying to overhaul an unhealthy diet overnight or recreating every favorite food with complicated low-calorie recipes makes weight loss harder to sustain.,"Start by making simple, realistic swaps that reduce calories while preserving convenience and enough enjoyment, then gradually transition toward more whole foods.",,,,"food swaps, oil, ice cream, soda, ranch, lean meat, fast food, Greek yogurt","simplicity, patience, empowerment, confidence, flexibility",People who eat calorie-dense foods regularly and need practical first steps toward a lower-calorie diet,"Starting, Active Weight Loss","gradual behavior change, calorie reduction, food environment, sustainable nutrition, habit replacement, processed foods, behavioral flexibility","easy food swaps for weight loss, low calorie food swaps, replace oil for weight loss, healthy ice cream alternatives, soda alternatives, ranch alternatives, healthier fast food swaps, how to make fast food lower calorie","habit replacement, incremental change, behavioral flexibility, cognitive reframing",Healthy eating requires complicated low-calorie recipes; you must completely eliminate fast food immediately; dietary fat is inherently bad; the lowest-calorie processed substitute is always the healthiest option.,"Replace oil with water when practical, high-calorie ice cream with Greek yogurt or lower-calorie alternatives, soda with sparkling water, ranch with lower-calorie sauces, and fatty meats with leaner cuts. Make current meals about 10% lower calorie first, then gradually move toward more whole foods instead of attempting an unsustainable overnight transformation.",
EP-016,16,I will start my diet tomorrow,2025-02-26,https://youtube.com/watch?v=F00sPbY0ETY,EP-016 - I will start my diet tomorrow- - EP 016.txt,../YT Transcripts/EP-016 - I will start my diet tomorrow- - EP 016.txt,Solo,Procrastination,Why do people keep postponing weight loss instead of starting today?,"Waiting for the ""perfect"" time (Monday, next month, New Year) creates a cycle of procrastination, overeating, and restarting instead of building consistency.",Sustainable weight loss begins the moment you stop waiting for a fresh start and make the next healthy decision immediately after a setback.,,,,"procrastination, starting a diet, consistency, weight loss motivation, binge eating, healthy habits","guilt, hope, embarrassment, urgency, self-belief",People who repeatedly restart diets and struggle with consistency,Starting,"procrastination, all-or-nothing thinking, consistency, habit formation, perfectionism, self-accountability, identity transformation","why do I keep restarting my diet, I'll start my diet tomorrow, how to stop procrastinating weight loss, why I can't stay consistent, how to restart after overeating, how to stop all or nothing thinking","all-or-nothing thinking, avoidance coping, self-accountability, identity reconstruction, cognitive reframing","You need to wait until Monday, next month, or New Year's to start; one bad meal ruins the day; successful weight loss requires perfection; motivation is more important than consistency.","Every healthy decision counts regardless of the day or previous mistakes; consistency beats perfection; document your commitment to increase accountability; stop waiting for a fresh start and act immediately after setbacks; sustainable weight loss is built through repeated healthy choices, not perfect days.",
EP-017,17,How to eat intuitively and lose weight,2025-03-09,https://youtube.com/watch?v=A0tN_CHQn80,EP-017 - How to eat intuitively and lose weight - EP 017.txt,../YT Transcripts/EP-017 - How to eat intuitively and lose weight - EP 017.txt,Solo,Intuitive Eating,Can intuitive eating help you lose weight if you currently have an unhealthy relationship with food?,Following cravings and hunger cues before rebuilding healthy eating habits often reinforces overeating rather than improving food choices.,Learn to use logic before intuition by consistently fueling your body with nutritious foods until your cravings naturally align with what your body truly needs.,,,,"intuitive eating, cravings, binge eating, hunger cues, food cravings, healthy eating, relationship with food","hope, self-awareness, self-compassion, purpose, empowerment","People struggling with cravings, binge eating, or confusion about intuitive eating","Starting, Active Weight Loss","intuitive eating, binge eating, food cravings, relationship with food, habit formation, purpose-driven weight loss, self-control","intuitive eating for weight loss, can intuitive eating help you lose weight, how to stop cravings, how to trust hunger cues, binge eating and intuitive eating, healthy relationship with food","cognitive reframing, delayed gratification, self-regulation, identity reconstruction",Intuitive eating means always following cravings; your body always knows what food it needs; cravings should always be satisfied; weight loss is only about calories and food choices.,Intuitive eating is a skill that develops after healthier habits are established; use logic instead of cravings while rebuilding eating patterns; healthy routines reshape hunger cues over time; having a clear life purpose makes healthy choices easier and more sustainable.,
EP-018,18,The best diet for permanent weight loss,2025-03-09,https://youtube.com/watch?v=gg4g-TBg_kA,EP-018 - The best diet for permanent weight loss - EP 018.txt,../YT Transcripts/EP-018 - The best diet for permanent weight loss - EP 018.txt,Solo,Nutrition,What is the most sustainable diet for losing weight and keeping it off permanently?,People rely on restrictive diets and all-or-nothing food rules that make long-term adherence impossible.,"Build flexible nutrition habits using common sense, prioritize minimally processed foods, and make food decisions based on long-term wellbeing rather than temporary cravings.",Common Sense Diet,,,"Common Sense Diet, best diet, permanent weight loss, healthy eating, processed foods, real foods, cravings, meal prep, fast food, sustainable diet","food freedom, self-control, empowerment, balance, confidence",People looking for a sustainable long-term way to lose weight without restrictive dieting,"Starting, Active Weight Loss, Maintenance","sustainable nutrition, all-or-nothing thinking, food cravings, habit formation, flexible dieting, processed foods, meal planning, self-control","best diet for permanent weight loss, sustainable diet for weight loss, Common Sense Diet, how to stop food cravings, processed foods vs real foods, how to eat healthy consistently, meal prep for weight loss, how to lose weight without keto","cognitive reframing, delayed gratification, self-regulation, habit replacement, behavioral flexibility",Keto and other restrictive diets are the best long-term solution; cutting out entire food groups is necessary; weight loss requires perfect eating; cravings should always be satisfied; healthy eating must be restrictive.,"Replace rigid diet rules with flexible guidelines; prioritize single-ingredient foods; prepare quick healthy meals before cravings escalate; practice self-control before pursuing balance; make food choices based on how they affect your body after eating, not just immediate satisfaction.",
EP-019,19,Answering Your Weight Loss Questions #1,2025-03-09,https://youtube.com/watch?v=8vfMa1t7K3w,EP-019 - Answering Your Weight Loss Questions #1 - EP 019.txt,../YT Transcripts/EP-019 - Answering Your Weight Loss Questions #1 - EP 019.txt,Solo,Weight Loss Q&A,What are the most effective ways to overcome common weight loss challenges and stay consistent?,"People struggle with getting started, staying consistent, choosing nutrition and exercise habits, seeing progress, and handling criticism during weight loss.","Sustainable weight loss comes from honest self-assessment, consistent habits, gradual behavior change, and solving the problems behind the eating behaviors rather than chasing motivation.",,,,"weight loss questions, consistency, motivation, calorie tracking, workouts, walking, cardio, cholesterol, real foods, emotional eating, weight loss criticism","overwhelm, frustration, self-doubt, hope, resilience, discouragement, self-belief",People seeking answers to common beginner and intermediate weight loss questions,"Starting, Active Weight Loss","consistency, habit formation, emotional eating, self-reflection, calorie deficit, exercise adherence, behavior change, self-belief, sustainable habits, handling criticism","how to stay consistent with weight loss, where to start losing weight, why am I not losing weight after 3 months, best cardio for weight loss, real foods vs processed foods, how to deal with criticism after weight loss, how to stop emotional eating, calorie deficit for beginners","cognitive reframing, identity reconstruction, self-reflection, emotional regulation, intrinsic motivation, self-efficacy",You need constant motivation to lose weight; cardio is the best way to lose weight; overeating real foods is equivalent to overeating processed foods; no results after months of effort is normal; criticism from others means you're doing something wrong,Start with brutally honest self-assessment; build consistency through small daily habits; prioritize sustainable nutrition over perfection; walking is the best starting cardio for most people; evaluate progress objectively and adjust if results are absent; focus on constructive feedback while ignoring unhelpful criticism.,
EP-020,20,What I eat 5 years after losing 110 pounds,2025-03-09,https://youtube.com/watch?v=BIM6Y5y-NE8,EP-020 - What I eat 5 years after losing 110 pounds - EP 020.txt,../YT Transcripts/EP-020 - What I eat 5 years after losing 110 pounds - EP 020.txt,Education,Nutrition,What does sustainable eating actually look like five years after major weight loss?,"Believing weight maintenance requires restrictive diets, constant variety, or perfect meal plans instead of simple repeatable meals.","Build a small collection of flexible, repeatable meals made mostly from whole foods that support a calorie deficit while remaining enjoyable and sustainable.",,,"Lose It Community, calorie deficit","meal prep, calorie deficit, protein, whole foods, Greek yogurt, stir fry, meal planning","simplicity, confidence, sustainability, freedom from decision fatigue",People who want practical meal ideas for losing weight or maintaining weight long term.,Active Weight Loss; Maintenance,"sustainable nutrition, meal planning, calorie deficit, whole foods, decision fatigue, nutrition habits, weight maintenance","what I eat after losing weight, what to eat to lose weight, sustainable meal plan, high protein meals, meal prep, calorie deficit meals, whole foods, weight maintenance diet","habit formation, environmental design, decision simplification, behavioral consistency",You need constant variety to eat healthy; healthy eating requires complicated recipes; maintaining weight means staying on a restrictive diet; healthy eating is about following a specific named diet rather than building sustainable habits.,"Sustainable nutrition comes from a few simple, repeatable meals that are easy to prepare, flexible to adjust, rich in whole foods, and aligned with a calorie deficit—not from chasing new diets or complicated recipes.",
EP-021,21,Weight loss as the ultimate teacher,2025-03-09,https://youtube.com/watch?v=iKiacRJ3m-s,EP-021 - Weight loss as the ultimate teacher - EP 021.txt,../YT Transcripts/EP-021 - Weight loss as the ultimate teacher - EP 021.txt,Mindset,Identity Transformation,How can losing weight teach you skills that improve every area of your life?,"Seeing weight loss as an isolated goal instead of recognizing the lifelong confidence, discipline, and problem-solving skills it develops.","Sustainable weight loss teaches resilience, consistency, and learning from failure—skills that transfer to every other challenge in life.",,Common Sense Diet,"cookie jar, Lose It Community, emotional eating, binge eating","self-belief, resilience, hope, perseverance, empowerment",People who want lasting weight loss and struggle to believe they're capable of long-term success.,Active Weight Loss,"identity transformation, self-efficacy, resilience, learning from failure, behavior change, emotional eating, binge eating, sustainable weight loss","weight loss mindset, lessons from weight loss, weight loss life skills, emotional eating, binge eating, sustainable weight loss, confidence after weight loss, learn from failure","identity reconstruction, self-efficacy, cognitive reframing, resilience, experiential learning",Weight loss only changes your body; one mistake means you've failed; failure is permanent; confidence comes before success; sustainable weight loss is about following a perfect diet.,"Weight loss is a training ground for life. Every setback can become a lesson instead of proof of failure. The discipline, confidence, and resilience built through sustainable weight loss become tools that make future challenges—relationships, career, health, and personal growth—more achievable.",,
EP-022,22,How to lose weight before hitting rock bottom,2025-03-09,https://youtube.com/watch?v=4A-pPqLd8dM,EP-022 - How to lose weight before hitting rock bottom - EP 022.txt,../YT Transcripts/EP-022 - How to lose weight before hitting rock bottom - EP 022.txt,Solo,Motivation for Change,Do you have to hit rock bottom before making a lasting change?,"Waiting for a crisis instead of acting while change is still a choice, making it difficult to commit before consequences become severe.",You don't need to experience your own rock bottom if you're willing to learn from the stories of others and honestly confront the future consequences of inaction.,,,"Common Sense Diet, Drop It Community","rock bottom, obesity, panic attack, heart attack scare, health consequences, behavior change","fear, urgency, hope, regret, responsibility",People delaying weight loss because they don't yet feel sick enough or believe change is necessary.,Pre-Journey,"behavior change, future self, consequence awareness, intrinsic motivation, cognitive reframing","do you have to hit rock bottom to lose weight, how to lose weight before it's too late, weight loss wake up call, obesity health consequences, motivation to lose weight, prevent obesity complications","cognitive reframing, future self visualization, consequence-based motivation, avoidance motivation","You must wait until life falls apart before changing; feeling ""okay"" means obesity isn't causing harm yet; only people who hit rock bottom can create lasting transformation.","Rock bottom is not a prerequisite for change. You can borrow perspective from others' experiences, honestly visualize the future consequences of staying the same, and use that awareness to take action before a crisis forces you to.",
