episode_id,episode_number,episode_title,publish_date,youtube_url,transcript_filename,relative_transcript_path,episode_type,guest_caller_name,main_topic,secondary_topics,topic_tags,semantic_keywords,short_summary,detailed_summary,key_takeaways,nicks_main_advice,caller_problem,resolution,memorable_quotes,potential_email_angles,suggested_email_subject_lines,potential_short_hooks,relevant_audience,emotional_themes,weight_loss_stage,cta_recommendation,transcript_status,review_notes,main_category,search_terms,hidden_concepts,central_struggle,core_coaching_theme,incidental_concepts_mentioned,success_story
EP-083,83,I coached my mom for 10 weeks.,2025-07-16,https://youtube.com/watch?v=fhtgAEbUGGQ,EP-083 - I coached my mom for 10 weeks.txt,../YT Transcripts/EP-083 - I coached my mom for 10 weeks.txt,Solo,,cravings,"[""consistency"", ""exercise routine"", ""food guilt"", ""motivation"", ""sustainable habits""]","[""cravings"", ""consistency"", ""exercise routine"", ""food guilt"", ""motivation"", ""sustainable habits""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (082)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-084,84,Watch this if you hate your body.,2025-07-30,https://youtube.com/watch?v=ltkFlhGMgdM,EP-084 - Watch this if you hate your body.txt,../YT Transcripts/EP-084 - Watch this if you hate your body.txt,Solo,,body image,"[""relationships"", ""social pressure"", ""sustainable habits""]","[""body image"", ""relationships"", ""social pressure"", ""sustainable habits""]","[""body image"", ""relationships"", ""social pressure"", ""sustainable habits""]",An episode centered on body image.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""body image"", ""relationships"", ""social pressure"", ""sustainable habits""]",[],,,[],False
EP-085,85,Erase Self-Sabotage Forever: 10 Steps to Finally Lose Weight.,2025-08-06,https://youtube.com/watch?v=oeHTr-Yqc3s,EP-085 - Erase Self-Sabotage Forever- 10 Steps to Finally Lose Weight.txt,../YT Transcripts/EP-085 - Erase Self-Sabotage Forever- 10 Steps to Finally Lose Weight.txt,Solo,,self-sabotage,"[""all-or-nothing thinking"", ""comparison"", ""confidence"", ""food guilt"", ""relationships""]","[""self-sabotage"", ""all-or-nothing thinking"", ""comparison"", ""confidence"", ""food guilt"", ""relationships""]","[""I keep restarting every Monday"", ""comparison"", ""confidence"", ""food guilt"", ""how to stop starting over"", ""relationships"", ""self-sabotage""]",An episode centered on self-sabotage.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I keep restarting every Monday"", ""comparison"", ""confidence"", ""food guilt"", ""how to stop starting over"", ""relationships"", ""self-sabotage""]",[],,,[],False
EP-086,86,How to end the war with your fat mind.,2025-08-13,https://youtube.com/watch?v=QQcfMv7b2zM,EP-086 - How to end the war with your fat mind.txt,../YT Transcripts/EP-086 - How to end the war with your fat mind.txt,Solo,,food guilt,"[""identity change"", ""relationships"", ""self-sabotage"", ""sustainable habits"", ""weekend overeating""]","[""food guilt"", ""identity change"", ""relationships"", ""self-sabotage"", ""sustainable habits"", ""weekend overeating""]","[""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""self-sabotage"", ""sustainable habits"", ""weekend overeating""]",An episode centered on food guilt.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""self-sabotage"", ""sustainable habits"", ""weekend overeating""]",[],,,[],False
EP-087,87,How to feel SKINNY PRIVILEGE (without being skinny),2025-08-20,https://youtube.com/watch?v=xOegTs0nalk,EP-087 - How to feel SKINNY PRIVILEGE (without being skinny).txt,../YT Transcripts/EP-087 - How to feel SKINNY PRIVILEGE (without being skinny).txt,Solo,,confidence,"[""body image"", ""motivation"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""confidence"", ""body image"", ""motivation"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""body image"", ""confidence"", ""motivation"", ""relationships"", ""scale obsession"", ""sustainable habits""]",An episode centered on confidence.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""body image"", ""confidence"", ""motivation"", ""relationships"", ""scale obsession"", ""sustainable habits""]",[],,,[],False
EP-088,88,These 20 excuses are keeping you obese.,2025-08-27,https://youtube.com/watch?v=mKyfG1R1W6Q,EP-088 - These 20 excuses are keeping you obese.txt,../YT Transcripts/EP-088 - These 20 excuses are keeping you obese.txt,Solo,,self-sabotage,"[""confidence"", ""consistency"", ""cravings"", ""food guilt"", ""motivation""]","[""self-sabotage"", ""confidence"", ""consistency"", ""cravings"", ""food guilt"", ""motivation""]","[""I know what to do but I don't do it"", ""confidence"", ""consistency over perfection"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""self-sabotage"", ""why can't I eat just one""]",An episode centered on self-sabotage.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""confidence"", ""consistency over perfection"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""self-sabotage"", ""why can't I eat just one""]",[],,,[],False
EP-089,89,21 Questions you need to ask yourself to lose weight.,2025-09-03,https://youtube.com/watch?v=iiM0tSvuqD4,EP-089 - 21 Questions you need to ask yourself to lose weight.txt,../YT Transcripts/EP-089 - 21 Questions you need to ask yourself to lose weight.txt,Q&A,,food guilt,"[""binge eating"", ""body image"", ""identity change"", ""relationships"", ""sustainable habits""]","[""food guilt"", ""binge eating"", ""body image"", ""identity change"", ""relationships"", ""sustainable habits""]","[""body image"", ""breaking binge cycles"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""sustainable habits"", ""why can't I stop binge eating""]",An episode centered on food guilt.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""body image"", ""breaking binge cycles"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""sustainable habits"", ""why can't I stop binge eating""]",[],,,[],False
EP-090,90,This is sustainable weight loss (the Biggest Loser had it wrong),2025-09-10,https://youtube.com/watch?v=i4llbEGN0nA,EP-090 - This is sustainable weight loss (the Biggest Loser had it wrong).txt,../YT Transcripts/EP-090 - This is sustainable weight loss (the Biggest Loser had it wrong).txt,Solo,,sustainable habits,"[""cravings"", ""food guilt"", ""identity change"", ""relationships"", ""scale obsession""]","[""sustainable habits"", ""cravings"", ""food guilt"", ""identity change"", ""relationships"", ""scale obsession""]","[""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-091,91,Losing Momentum: Mom’s Week 18 Weight Loss Update,2025-09-17,https://youtube.com/watch?v=b75DyD0_6yA,EP-091 - Losing Momentum- Mom’s Week 18 Weight Loss Update.txt,../YT Transcripts/EP-091 - Losing Momentum- Mom’s Week 18 Weight Loss Update.txt,Solo,,consistency,"[""cravings"", ""food guilt"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""consistency"", ""cravings"", ""food guilt"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""how to stop food noise"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on consistency.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""how to stop food noise"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-092,92,I Lost 110 Pounds - Here's How I Stayed Motivated,2025-09-24,https://youtube.com/watch?v=EATVC21ISFU,EP-092 - I Lost 110 Pounds - Here's How I Stayed Motivated.txt,../YT Transcripts/EP-092 - I Lost 110 Pounds - Here's How I Stayed Motivated.txt,Success Story,,motivation,"[""consistency"", ""cravings"", ""identity change"", ""relationships"", ""sustainable habits""]","[""motivation"", ""consistency"", ""cravings"", ""identity change"", ""relationships"", ""sustainable habits""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""motivation"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on motivation.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""motivation"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],True
EP-093,93,"Forget dieting, do this instead.",2025-10-01,https://youtube.com/watch?v=0DLQ3K4snWQ,"EP-093 - Forget dieting, do this instead.txt","../YT Transcripts/EP-093 - Forget dieting, do this instead.txt",Solo,,scale obsession,"[""food guilt"", ""motivation"", ""social pressure"", ""sustainable habits""]","[""scale obsession"", ""food guilt"", ""motivation"", ""social pressure"", ""sustainable habits""]","[""food guilt"", ""motivation"", ""scale obsession"", ""social pressure"", ""sustainable habits""]",An episode centered on scale obsession.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""food guilt"", ""motivation"", ""scale obsession"", ""social pressure"", ""sustainable habits""]",[],,,[],False
EP-094,94,The art of eating just one slice.,2025-10-08,https://youtube.com/watch?v=wOlNqz5-HA4,EP-094 - The art of eating just one slice.txt,../YT Transcripts/EP-094 - The art of eating just one slice.txt,Solo,,cravings,"[""identity change"", ""nutrition"", ""relationships"", ""scale obsession"", ""social pressure""]","[""cravings"", ""identity change"", ""nutrition"", ""relationships"", ""scale obsession"", ""social pressure""]","[""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""nutrition"", ""relationships"", ""scale obsession"", ""social pressure"", ""why can't I eat just one""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""nutrition"", ""relationships"", ""scale obsession"", ""social pressure"", ""why can't I eat just one""]",[],,,[],False
EP-095,95,"You will always gain the weight back, until...",2025-10-15,https://youtube.com/watch?v=L5A8CRVzZS4,"EP-095 - You will always gain the weight back, until.txt","../YT Transcripts/EP-095 - You will always gain the weight back, until.txt",Solo,,relationships,"[""body image"", ""confidence"", ""cravings"", ""fear of regain"", ""sustainable habits""]","[""relationships"", ""body image"", ""confidence"", ""cravings"", ""fear of regain"", ""sustainable habits""]","[""body image"", ""confidence"", ""how to maintain weight loss"", ""how to stop food noise"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""body image"", ""confidence"", ""how to maintain weight loss"", ""how to stop food noise"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-096,96,Taking back control from food.,2026-02-18,https://youtube.com/watch?v=RMyaUdPgW7Q,EP-096 - Taking back control from food.txt,../YT Transcripts/EP-096 - Taking back control from food.txt,Solo,,fear of regain,"[""all-or-nothing thinking"", ""cravings"", ""maintenance mindset"", ""motivation"", ""sustainable habits""]","[""fear of regain"", ""all-or-nothing thinking"", ""cravings"", ""maintenance mindset"", ""motivation"", ""sustainable habits""]","[""I keep restarting every Monday"", ""how to maintain weight loss"", ""how to stop food noise"", ""how to stop starting over"", ""maintenance mindset"", ""motivation"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on fear of regain.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""I keep restarting every Monday"", ""how to maintain weight loss"", ""how to stop food noise"", ""how to stop starting over"", ""maintenance mindset"", ""motivation"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-097,97,Will she marry him?,2026-02-25,https://youtube.com/watch?v=kbrOk45qH14,EP-097 - Will she marry him-.txt,../YT Transcripts/EP-097 - Will she marry him-.txt,Solo,,relationships,"[""consistency"", ""food guilt"", ""identity change"", ""scale obsession"", ""sustainable habits""]","[""relationships"", ""consistency"", ""food guilt"", ""identity change"", ""scale obsession"", ""sustainable habits""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""scale obsession"", ""sustainable habits""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""scale obsession"", ""sustainable habits""]",[],,,[],False
EP-098,98,The Scale Just Won't Go Down!,2026-03-04,https://youtube.com/watch?v=_elrgZ8JM34,EP-098 - The Scale Just Won't Go Down!.txt,../YT Transcripts/EP-098 - The Scale Just Won't Go Down!.txt,Solo,,weight loss plateau,"[""consistency"", ""exercise routine"", ""fear of regain"", ""scale obsession"", ""sustainable habits""]","[""weight loss plateau"", ""consistency"", ""exercise routine"", ""fear of regain"", ""scale obsession"", ""sustainable habits""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""how to maintain weight loss"", ""scale hasn't moved in weeks"", ""scale obsession"", ""scared to gain the weight back"", ""sustainable habits"", ""what to do during a weight loss plateau""]",An episode centered on weight loss plateau.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Plateau,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""how to maintain weight loss"", ""scale hasn't moved in weeks"", ""scale obsession"", ""scared to gain the weight back"", ""sustainable habits"", ""what to do during a weight loss plateau""]",[],,,[],False
EP-099,99,How Do I Build a Sustainable Weight Loss Mindset?,2026-03-09,https://youtube.com/watch?v=QdB6bNrkX-4,EP-099 - How Do I Build a Sustainable Weight Loss Mindset-.txt,../YT Transcripts/EP-099 - How Do I Build a Sustainable Weight Loss Mindset-.txt,Solo,,sustainable habits,"[""exercise routine"", ""food guilt"", ""maintenance mindset"", ""motivation"", ""relationships""]","[""sustainable habits"", ""exercise routine"", ""food guilt"", ""maintenance mindset"", ""motivation"", ""relationships""]","[""exercise routine"", ""food guilt"", ""maintenance mindset"", ""motivation"", ""relationships"", ""sustainable habits""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""exercise routine"", ""food guilt"", ""maintenance mindset"", ""motivation"", ""relationships"", ""sustainable habits""]",[],,,[],False
EP-100,100,"How to End Cravings, Food Noise, & Emotional Eating Forever",2026-03-18,https://youtube.com/watch?v=h_l03wlCIWw,"EP-100 - How to End Cravings, Food Noise, & Emotional Eating Forever.txt","../YT Transcripts/EP-100 - How to End Cravings, Food Noise, & Emotional Eating Forever.txt",Solo,,cravings,"[""confidence"", ""emotional eating"", ""identity change"", ""scale obsession"", ""sustainable habits""]","[""cravings"", ""confidence"", ""emotional eating"", ""identity change"", ""scale obsession"", ""sustainable habits""]","[""confidence"", ""how to stop emotional eating"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one"", ""why do I eat my feelings""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""confidence"", ""how to stop emotional eating"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one"", ""why do I eat my feelings""]",[],,,[],False
EP-101,101,Dear Food Addicts: Watch This.,2026-03-24,https://youtube.com/watch?v=Lwv05iZPxkQ,EP-101 - Dear Food Addicts- Watch This.txt,../YT Transcripts/EP-101 - Dear Food Addicts- Watch This.txt,Solo,,cravings,"[""motivation"", ""relationships"", ""sustainable habits""]","[""cravings"", ""motivation"", ""relationships"", ""sustainable habits""]","[""how to stop food noise"", ""motivation"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""how to stop food noise"", ""motivation"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-102,102,The Best Weight Loss Advice Ever,2026-03-30,https://youtube.com/watch?v=MutKCf-FhHM,EP-102 - The Best Weight Loss Advice Ever.txt,../YT Transcripts/EP-102 - The Best Weight Loss Advice Ever.txt,Solo,,relationships,"[""body image"", ""confidence"", ""fear of regain"", ""maintenance mindset"", ""sustainable habits""]","[""relationships"", ""body image"", ""confidence"", ""fear of regain"", ""maintenance mindset"", ""sustainable habits""]","[""body image"", ""confidence"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""body image"", ""confidence"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits""]",[],,,[],False
EP-103,103,How Do I Lose Weight After Menopause?,2026-04-02,https://youtube.com/watch?v=Kdq3vOZ6giQ,EP-103 - How Do I Lose Weight After Menopause-.txt,../YT Transcripts/EP-103 - How Do I Lose Weight After Menopause-.txt,Solo,,consistency,"[""emotional eating"", ""exercise routine"", ""food guilt"", ""maintenance mindset"", ""nutrition""]","[""consistency"", ""emotional eating"", ""exercise routine"", ""food guilt"", ""maintenance mindset"", ""nutrition""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to stop emotional eating"", ""maintenance mindset"", ""nutrition"", ""why do I eat my feelings""]",An episode centered on consistency.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to stop emotional eating"", ""maintenance mindset"", ""nutrition"", ""why do I eat my feelings""]",[],,,[],False
EP-104,104,The Worst Weight Loss Advice Ever (This is Why You're Stuck),2026-04-06,https://youtube.com/watch?v=vy0RDjKQF3Y,EP-104 - The Worst Weight Loss Advice Ever (This is Why You're Stuck).txt,../YT Transcripts/EP-104 - The Worst Weight Loss Advice Ever (This is Why You're Stuck).txt,Solo,,motivation,"[""food guilt"", ""identity change"", ""maintenance mindset"", ""nutrition"", ""relationships""]","[""motivation"", ""food guilt"", ""identity change"", ""maintenance mindset"", ""nutrition"", ""relationships""]","[""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""motivation"", ""nutrition"", ""relationships""]",An episode centered on motivation.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""motivation"", ""nutrition"", ""relationships""]",[],,,[],False
EP-105,105,Why Can’t I Stay Motivated To Lose Weight?,2026-04-09,https://youtube.com/watch?v=RnpdM-u7Bfc,EP-105 - Why Can’t I Stay Motivated To Lose Weight-.txt,../YT Transcripts/EP-105 - Why Can’t I Stay Motivated To Lose Weight-.txt,Solo,,motivation,"[""comparison"", ""confidence"", ""nutrition"", ""social pressure"", ""sustainable habits""]","[""motivation"", ""comparison"", ""confidence"", ""nutrition"", ""social pressure"", ""sustainable habits""]","[""comparison"", ""confidence"", ""motivation"", ""nutrition"", ""social pressure"", ""sustainable habits""]",An episode centered on motivation.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""comparison"", ""confidence"", ""motivation"", ""nutrition"", ""social pressure"", ""sustainable habits""]",[],,,[],False
EP-106,106,I Wasted Thousands on Weight Loss Programs So You Don't Have To.,2026-04-13,https://youtube.com/watch?v=fmHEXOnSHzY,EP-106 - I Wasted Thousands on Weight Loss Programs So You Don't Have To.txt,../YT Transcripts/EP-106 - I Wasted Thousands on Weight Loss Programs So You Don't Have To.txt,Solo,,sustainable habits,"[""consistency"", ""exercise routine"", ""food guilt"", ""identity change"", ""maintenance mindset""]","[""sustainable habits"", ""consistency"", ""exercise routine"", ""food guilt"", ""identity change"", ""maintenance mindset""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""sustainable habits""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""sustainable habits""]",[],,,[],False
EP-107,107,"I know how to lose weight, I just don't know how to keep it off.",2026-04-20,https://youtube.com/watch?v=-y413WAq5YI,"EP-107 - I know how to lose weight, I just don't know how to keep it off.txt","../YT Transcripts/EP-107 - I know how to lose weight, I just don't know how to keep it off.txt",Solo,,maintenance mindset,"[""cravings"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""maintenance mindset"", ""cravings"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""how to stop food noise"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on maintenance mindset.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""how to stop food noise"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-108,108,How to finally keep the weight off.,2026-04-27,https://youtube.com/watch?v=WuYdikd8504,EP-108 - How to finally keep the weight off.txt,../YT Transcripts/EP-108 - How to finally keep the weight off.txt,Solo,,maintenance mindset,"[""cravings"", ""fear of regain"", ""food guilt"", ""identity change"", ""sustainable habits""]","[""maintenance mindset"", ""cravings"", ""fear of regain"", ""food guilt"", ""identity change"", ""sustainable habits""]","[""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on maintenance mindset.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-109,109,110 Pounds Later: My Big Fat Secrets,2026-05-04,https://youtube.com/watch?v=NhYW-5UuNFA,EP-109 - 110 Pounds Later- My Big Fat Secrets.txt,../YT Transcripts/EP-109 - 110 Pounds Later- My Big Fat Secrets.txt,Success Story,,relationships,"[""calorie tracking"", ""food guilt"", ""maintenance mindset"", ""nutrition""]","[""relationships"", ""calorie tracking"", ""food guilt"", ""maintenance mindset"", ""nutrition""]","[""calorie tracking"", ""food guilt"", ""maintenance mindset"", ""nutrition"", ""relationships""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""calorie tracking"", ""food guilt"", ""maintenance mindset"", ""nutrition"", ""relationships""]",[],,,[],True
EP-110,110,The World's FIRST Weight Loss Call-In Show,2026-05-11,https://youtube.com/watch?v=F3pfq9crTiY,"EP-110 - The World's FIRST Weight Loss Call-In Show - May 6, 2026.txt","../YT Transcripts/EP-110 - The World's FIRST Weight Loss Call-In Show - May 6, 2026.txt",Solo,,maintenance mindset,"[""exercise routine"", ""fear of regain"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""maintenance mindset"", ""exercise routine"", ""fear of regain"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""exercise routine"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scale obsession"", ""scared to gain the weight back"", ""sustainable habits""]",An episode centered on maintenance mindset.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""exercise routine"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scale obsession"", ""scared to gain the weight back"", ""sustainable habits""]",[],,,[],False
